Processes,Size,Latency
28,32768,41.95
28,65536,63.85
28,131072,123.22
28,262144,188.71
28,524288,268.95
28,1048576,351.82
30,2,2.51
30,4,2.35
30,8,2.37
30,16,2.36
30,32,2.59
30,64,2.56
30,128,6.39
30,256,6.79
30,512,7.83
30,1024,10.80
30,2048,14.17
30,4096,19.45
30,8192,30.17
30,16384,24.90
30,32768,31.86
30,65536,56.31
30,131072,120.05
30,262144,167.79
30,524288,241.90
30,1048576,399.30
32,2,3.33
32,4,3.47
32,8,3.35
32,16,3.29
32,32,3.57
32,64,3.55
32,128,7.58
32,256,8.02
32,512,9.35
32,1024,12.49
32,2048,15.44
32,4096,21.54
32,8192,33.37
32,16384,24.74
32,32768,40.24
32,65536,85.41
32,131072,126.02
32,262144,222.47
32,524288,286.86
32,1048576,466.80
34,2,5.75
34,4,5.20
34,8,5.15
34,16,5.21
34,32,5.47
34,64,5.47
34,128,9.56
34,256,9.80
34,512,11.24
34,1024,14.38
34,2048,17.65
34,4096,24.12
34,8192,35.30
34,16384,27.84
34,32768,44.06
34,65536,88.82
34,131072,128.80
34,262144,188.89
34,524288,337.83
34,1048576,535.81
36,2,5.25
36,4,5.06
36,8,5.12
36,16,5.19
36,32,5.39
36,64,5.44
36,128,9.76
36,256,10.10
36,512,11.49
36,1024,14.45
36,2048,18.17
36,4096,24.85
36,8192,36.81
36,16384,27.98
36,32768,44.89
36,65536,78.83
36,131072,132.92
36,262144,231.66
36,524288,369.92
36,1048576,624.85
38,2,5.38
38,4,5.07
38,8,5.14
38,16,5.18
38,32,5.34
38,64,5.45
38,128,9.91
38,256,10.21
38,512,11.62
38,1024,14.77
38,2048,18.83
38,4096,25.89
38,8192,38.79
38,16384,28.00
38,32768,44.55
38,65536,76.50
38,131072,143.51
38,262144,238.16
38,524288,381.49
38,1048576,717.51
40,2,5.39
40,4,5.22
40,8,5.18
40,16,5.19
40,32,5.36
40,64,5.40
40,128,10.06
40,256,10.60
40,512,11.88
40,1024,15.17
40,2048,18.79
40,4096,25.88
40,8192,40.25
40,16384,28.06
40,32768,46.73
40,65536,93.32
40,131072,157.73
40,262144,264.26
40,524288,458.12
40,1048576,823.84
42,2,5.11
42,4,5.19
42,8,5.12
42,16,5.19
42,32,5.46
42,64,5.54
42,128,10.12
42,256,10.44
42,512,11.99
42,1024,15.20
42,2048,19.19
42,4096,26.75
42,8192,40.42
42,16384,28.85
42,32768,47.43
42,65536,75.99
42,131072,163.61
42,262144,286.31
42,524288,504.85
42,1048576,925.56
44,2,5.07
44,4,5.16
44,8,5.00
44,16,5.17
44,32,5.34
44,64,5.38
44,128,10.04
44,256,10.50
44,512,12.06
44,1024,15.44
44,2048,19.58
44,4096,27.96
44,8192,42.35
44,16384,27.88
44,32768,48.90
44,65536,93.17
44,131072,178.24
44,262144,307.50
44,524288,562.98
44,1048576,1042.96
46,2,5.28
46,4,5.25
46,8,5.19
46,16,5.23
46,32,5.39
46,64,5.59
46,128,10.42
46,256,10.87
46,512,12.18
46,1024,15.62
46,2048,20.29
46,4096,27.84
46,8192,41.91
46,16384,30.73
46,32768,51.09
46,65536,96.41
46,131072,196.23
46,262144,347.52
46,524288,632.60
46,1048576,1162.95
48,2,5.32
48,4,5.24
48,8,5.21
48,16,5.20
48,32,5.52
48,64,5.64
48,128,10.51
48,256,10.86
48,512,12.59
48,1024,15.92
48,2048,20.37
48,4096,28.23
48,8192,43.40
48,16384,29.68
48,32768,51.96
48,65536,101.82
48,131072,202.30
48,262144,358.90
48,524288,655.25
48,1048576,1283.14
